t (s),I [Positive ions] (A),I [Negative ions] (A),I [Electrons] (A)
0.000000E+00,2.847221E-14,5.835350E-20,1.401107E-11
1.000000E-13,5.694443E-14,1.556090E-19,2.802202E-11
2.000000E-13,8.541664E-14,3.047335E-19,4.203282E-11
3.000000E-13,1.138889E-13,5.100489E-19,5.604346E-11
4.000000E-13,1.423611E-13,7.729953E-19,7.005392E-11
1.778147E-12,5.347500E-13,1.033709E-17,2.631213E-10
1.301729E-11,3.734784E-12,5.017519E-16,1.836486E-09
7.325901E-11,2.088693E-11,1.564822E-14,1.023782E-08
3.040950E-10,8.661094E-11,2.665238E-13,4.196826E-08
9.806800E-10,2.792487E-10,2.701685E-12,1.310672E-07
2.583260E-09,7.355322E-10,1.778016E-11,3.219982E-07
5.793683E-09,1.649579E-09,8.164511E-11,6.376023E-07
1.054368E-08,3.001916E-09,2.414346E-10,9.847809E-07
1.529368E-08,4.354195E-09,4.610086E-10,1.228171E-06
2.004368E-08,5.706413E-09,7.244629E-10,1.397629E-06
2.479368E-08,7.058570E-09,1.019269E-09,1.514096E-06
2.954368E-08,8.410663E-09,1.335895E-09,1.592202E-06
3.429368E-08,9.762690E-09,1.667178E-09,1.642405E-06
3.904368E-08,1.111465E-08,2.007775E-09,1.672414E-06
4.379368E-08,1.246654E-08,2.353761E-09,1.688100E-06
4.854368E-08,1.381836E-08,2.702343E-09,1.694083E-06
5.329368E-08,1.517012E-08,3.051655E-09,1.694083E-06
5.804368E-08,1.652179E-08,3.400585E-09,1.691068E-06
6.279368E-08,1.787340E-08,3.748623E-09,1.687257E-06
6.754368E-08,1.922493E-08,4.095682E-09,1.684068E-06
7.229368E-08,2.057639E-08,4.441921E-09,1.682123E-06
7.704368E-08,2.192778E-08,4.787578E-09,1.681386E-06
8.179368E-08,2.327908E-08,5.132858E-09,1.681441E-06
8.654368E-08,2.463031E-08,5.477875E-09,1.681787E-06
9.129368E-08,2.598147E-08,5.822660E-09,1.682068E-06
9.604368E-08,2.733254E-08,6.167190E-09,1.682147E-06
1.007937E-07,2.868354E-08,6.511432E-09,1.682052E-06
1.055437E-07,3.003446E-08,6.855362E-09,1.681880E-06
1.102937E-07,3.138530E-08,7.198974E-09,1.681709E-06
1.150437E-07,3.273606E-08,7.542270E-09,1.681570E-06
1.197937E-07,3.408674E-08,7.885254E-09,1.681458E-06
1.245437E-07,3.543734E-08,8.227930E-09,1.681355E-06
1.292937E-07,3.678786E-08,8.570300E-09,1.681250E-06
1.340437E-07,3.813830E-08,8.912363E-09,1.681140E-06
1.387937E-07,3.948865E-08,9.254118E-09,1.681027E-06
1.435437E-07,4.083893E-08,9.595565E-09,1.680914E-06
1.482937E-07,4.218912E-08,9.936705E-09,1.680801E-06
1.530437E-07,4.353923E-08,1.027754E-08,1.680689E-06
1.577937E-07,4.488926E-08,1.061806E-08,1.680576E-06
1.625437E-07,4.623921E-08,1.095828E-08,1.680464E-06
1.672937E-07,4.758907E-08,1.129820E-08,1.680351E-06
1.720437E-07,4.893884E-08,1.163780E-08,1.680238E-06
1.767937E-07,5.028854E-08,1.197710E-08,1.680125E-06
1.815437E-07,5.163814E-08,1.231610E-08,1.680012E-06
1.862937E-07,5.298767E-08,1.265479E-08,1.679899E-06
1.910437E-07,5.433710E-08,1.299317E-08,1.679786E-06
1.957937E-07,5.568645E-08,1.333125E-08,1.679672E-06
2.005437E-07,5.703572E-08,1.366902E-08,1.679559E-06
2.052937E-07,5.838490E-08,1.400649E-08,1.679445E-06
2.100437E-07,5.973399E-08,1.434365E-08,1.679331E-06
2.147937E-07,6.108299E-08,1.468051E-08,1.679218E-06
2.195437E-07,6.243191E-08,1.501707E-08,1.679104E-06
2.242937E-07,6.378073E-08,1.535332E-08,1.678990E-06
2.290437E-07,6.512947E-08,1.568927E-08,1.678876E-06
2.337937E-07,6.647812E-08,1.602491E-08,1.678762E-06
2.385437E-07,6.782668E-08,1.636025E-08,1.678647E-06
2.432937E-07,6.917515E-08,1.669529E-08,1.678533E-06
2.480437E-07,7.052353E-08,1.703002E-08,1.678418E-06
2.527937E-07,7.187182E-08,1.736445E-08,1.678304E-06
