t (s),I [Positive ions] (A),I [Negative ions] (A),I [Electrons] (A)
0.000000E+00,1.955041E-12,4.006836E-18,9.620684E-10
1.000000E-13,3.910083E-12,1.068488E-17,1.924129E-09
2.000000E-13,5.865124E-12,2.092449E-17,2.886179E-09
3.000000E-13,7.820165E-12,3.502245E-17,3.848217E-09
4.000000E-13,9.775207E-12,5.307763E-17,4.810244E-09
1.778147E-12,3.671854E-11,7.097951E-16,1.806719E-08
1.301729E-11,2.564485E-10,3.445273E-14,1.261021E-07
7.325901E-11,1.434199E-09,1.074483E-12,7.029788E-07
3.040950E-10,5.947130E-09,1.830082E-11,2.881746E-06
9.806800E-10,1.917457E-08,1.855109E-10,8.999709E-06
2.583261E-09,5.050511E-08,1.220871E-09,2.210988E-05
5.793687E-09,1.132669E-07,5.605959E-09,4.377876E-05
1.054369E-08,2.061189E-07,1.657184E-08,6.759514E-05
1.529369E-08,2.989598E-07,3.159237E-08,8.420793E-05
2.004369E-08,3.917872E-07,4.950136E-08,9.563484E-05
2.479369E-08,4.845989E-07,6.935125E-08,1.033072E-04
2.954369E-08,5.773928E-07,9.040547E-08,1.082427E-04
3.429369E-08,6.701670E-07,1.121052E-07,1.111827E-04
3.904369E-08,7.629194E-07,1.340388E-07,1.126825E-04
4.379369E-08,8.556481E-07,1.559176E-07,1.131669E-04
4.854369E-08,9.483510E-07,1.775435E-07,1.129693E-04
5.329369E-08,1.041026E-06,1.987873E-07,1.123552E-04
5.804369E-08,1.133670E-06,2.195802E-07,1.115275E-04
6.279369E-08,1.226281E-06,2.398958E-07,1.106303E-04
6.754369E-08,1.318856E-06,2.597314E-07,1.097484E-04
7.229369E-08,1.411392E-06,2.790944E-07,1.089148E-04
7.704369E-08,1.503886E-06,2.979923E-07,1.081248E-04
8.179369E-08,1.596336E-06,3.164242E-07,1.073537E-04
8.654369E-08,1.688738E-06,3.343814E-07,1.065746E-04
9.129369E-08,1.781089E-06,3.518542E-07,1.057697E-04
9.604369E-08,1.873387E-06,3.688331E-07,1.049335E-04
1.007937E-07,1.965628E-06,3.853106E-07,1.040698E-04
1.055437E-07,2.057810E-06,4.012823E-07,1.031858E-04
1.102937E-07,2.149929E-06,4.167466E-07,1.022871E-04
1.150437E-07,2.241982E-06,4.317039E-07,1.013780E-04
1.197937E-07,2.333967E-06,4.461552E-07,1.004609E-04
1.245437E-07,2.425880E-06,4.601030E-07,9.953734E-05
1.292937E-07,2.517718E-06,4.735498E-07,9.860962E-05
1.340437E-07,2.609478E-06,4.865003E-07,9.768017E-05
1.387937E-07,2.701157E-06,4.989619E-07,9.675007E-05
1.435437E-07,2.792752E-06,5.109427E-07,9.582204E-05
1.482937E-07,2.884260E-06,5.224510E-07,9.489849E-05
1.530437E-07,2.975677E-06,5.334964E-07,9.398058E-05
1.577937E-07,3.067002E-06,5.440890E-07,9.307035E-05
1.625437E-07,3.158231E-06,5.542390E-07,9.216909E-05
1.672937E-07,3.249361E-06,5.639577E-07,9.127868E-05
1.720437E-07,3.340389E-06,5.732568E-07,9.039991E-05
1.767937E-07,3.431312E-06,5.821481E-07,8.953358E-05
1.815437E-07,3.522127E-06,5.906433E-07,8.868043E-05
1.862937E-07,3.612832E-06,5.987545E-07,8.784090E-05
1.910437E-07,3.703423E-06,6.064936E-07,8.701535E-05
1.957937E-07,3.793898E-06,6.138725E-07,8.620446E-05
2.005437E-07,3.884253E-06,6.209033E-07,8.540831E-05
2.052937E-07,3.974487E-06,6.275978E-07,8.462702E-05
2.100437E-07,4.064595E-06,6.339675E-07,8.385996E-05
2.147937E-07,4.154577E-06,6.400243E-07,8.310747E-05
2.195437E-07,4.244427E-06,6.457793E-07,8.236918E-05
2.242937E-07,4.334145E-06,6.512438E-07,8.164523E-05
2.290437E-07,4.423726E-06,6.564288E-07,8.093520E-05
2.337937E-07,4.513169E-06,6.613453E-07,8.023880E-05
2.385437E-07,4.602471E-06,6.660039E-07,7.955588E-05
2.432937E-07,4.691629E-06,6.704150E-07,7.888596E-05
2.480437E-07,4.780639E-06,6.745891E-07,7.822871E-05
2.527937E-07,4.869501E-06,6.785362E-07,7.758427E-05
2.575437E-07,4.958211E-06,6.822663E-07,7.695229E-05
2.622937E-07,5.046766E-06,6.857893E-07,7.633249E-05
2.670437E-07,5.135164E-06,6.891144E-07,7.572446E-05
2.717937E-07,5.223402E-06,6.922513E-07,7.512761E-05
2.765437E-07,5.311478E-06,6.952090E-07,7.454185E-05
2.812937E-07,5.399389E-06,6.979968E-07,7.396657E-05
2.860437E-07,5.487133E-06,7.006235E-07,7.340156E-05
2.907937E-07,5.574707E-06,7.030980E-07,7.284641E-05
2.955437E-07,5.662109E-06,7.054293E-07,7.230014E-05
3.002937E-07,5.749337E-06,7.076266E-07,7.176222E-05
3.050437E-07,5.836387E-06,7.096994E-07,7.123279E-05
3.097937E-07,5.923259E-06,7.116566E-07,7.071139E-05
3.145437E-07,6.009948E-06,7.135074E-07,7.019697E-05
3.192937E-07,6.096454E-06,7.152609E-07,6.969005E-05
3.240437E-07,6.182774E-06,7.169258E-07,6.919061E-05
3.287937E-07,6.268905E-06,7.185106E-07,6.869868E-05
3.335437E-07,6.354846E-06,7.200231E-07,6.821447E-05
3.382937E-07,6.440593E-06,7.214711E-07,6.773869E-05
3.430437E-07,6.526146E-06,7.228617E-07,6.727122E-05
3.477937E-07,6.611502E-06,7.242016E-07,6.681116E-05
3.525437E-07,6.696659E-06,7.254973E-07,6.635865E-05
3.572937E-07,6.781614E-06,7.267555E-07,6.591350E-05
3.620437E-07,6.866367E-06,7.279827E-07,6.547434E-05
3.667937E-07,6.950913E-06,7.291861E-07,6.504159E-05
3.715437E-07,7.035253E-06,7.303725E-07,6.461519E-05
3.762937E-07,7.119384E-06,7.315482E-07,6.419566E-05
3.810437E-07,7.203303E-06,7.327193E-07,6.378323E-05
3.857937E-07,7.287010E-06,7.338911E-07,6.337758E-05
3.905437E-07,7.370501E-06,7.350689E-07,6.297866E-05
3.952937E-07,7.453777E-06,7.362579E-07,6.258748E-05
4.000437E-07,7.536833E-06,7.374626E-07,6.220357E-05
4.047937E-07,7.619670E-06,7.386874E-07,6.182656E-05
4.095437E-07,7.702284E-06,7.399367E-07,6.145614E-05
4.142937E-07,7.784675E-06,7.412144E-07,6.109205E-05
4.190437E-07,7.866840E-06,7.425244E-07,6.073520E-05
4.237937E-07,7.948778E-06,7.438697E-07,6.038541E-05
4.285437E-07,8.030488E-06,7.452536E-07,6.004192E-05
4.332937E-07,8.111967E-06,7.466797E-07,5.970446E-05
4.380437E-07,8.193215E-06,7.481510E-07,5.937336E-05
4.427937E-07,8.274229E-06,7.496700E-07,5.904941E-05
4.475437E-07,8.355008E-06,7.512385E-07,5.873311E-05
4.522937E-07,8.435550E-06,7.528583E-07,5.842414E-05
4.570437E-07,8.515855E-06,7.545308E-07,5.812212E-05
4.617937E-07,8.595920E-06,7.562574E-07,5.782680E-05
4.665437E-07,8.675745E-06,7.580392E-07,5.753817E-05
4.712937E-07,8.755327E-06,7.598775E-07,5.725584E-05
4.760437E-07,8.834665E-06,7.617737E-07,5.697998E-05
4.807937E-07,8.913759E-06,7.637288E-07,5.671079E-05
4.855437E-07,8.992606E-06,7.657433E-07,5.644802E-05
4.902937E-07,9.071206E-06,7.678171E-07,5.619187E-05
4.950437E-07,9.149556E-06,7.699503E-07,5.594192E-05
4.997937E-07,9.227657E-06,7.721430E-07,5.569790E-05
5.045437E-07,9.305506E-06,7.743952E-07,5.545976E-05
5.092937E-07,9.383102E-06,7.767072E-07,5.522770E-05
5.140437E-07,9.460444E-06,7.790790E-07,5.500169E-05
5.187937E-07,9.537532E-06,7.815106E-07,5.478179E-05
5.235437E-07,9.614363E-06,7.840014E-07,5.456714E-05
5.282937E-07,9.690937E-06,7.865510E-07,5.435857E-05
5.330437E-07,9.767253E-06,7.891588E-07,5.415600E-05
5.377937E-07,9.843309E-06,7.918240E-07,5.395835E-05
5.425437E-07,9.919105E-06,7.945459E-07,5.376620E-05
5.472937E-07,9.994639E-06,7.973241E-07,5.357973E-05
5.520437E-07,1.006991E-05,8.001576E-07,5.339776E-05
5.567937E-07,1.014492E-05,8.030459E-07,5.322119E-05
5.615437E-07,1.021966E-05,8.059881E-07,5.304977E-05
5.662937E-07,1.029414E-05,8.089830E-07,5.288255E-05
5.710437E-07,1.036835E-05,8.120298E-07,5.272036E-05
5.757937E-07,1.044230E-05,8.151275E-07,5.256195E-05
5.805437E-07,1.051598E-05,8.182754E-07,5.240821E-05
5.852937E-07,1.058938E-05,8.214728E-07,5.225858E-05
5.900437E-07,1.066252E-05,8.247191E-07,5.211292E-05
5.947937E-07,1.073539E-05,8.280135E-07,5.197139E-05
5.995437E-07,1.080799E-05,8.313551E-07,5.183376E-05
6.042937E-07,1.088031E-05,8.347431E-07,5.170050E-05
