t (s),I [Positive ions] (A),I [Negative ions] (A),I [Electrons] (A)
0.000000E+00,4.555152E-14,9.335736E-20,2.241573E-11
1.000000E-13,9.110304E-14,2.489525E-19,4.483128E-11
2.000000E-13,1.366546E-13,4.875306E-19,6.724658E-11
3.000000E-13,1.822061E-13,8.160062E-19,8.966161E-11
4.000000E-13,2.277576E-13,1.236683E-18,1.120764E-10
1.778147E-12,8.555244E-13,1.653788E-17,4.209569E-10
1.301729E-11,5.975127E-12,8.027321E-16,2.938118E-09
7.325901E-11,3.341614E-11,2.503494E-14,1.637907E-08
3.040950E-10,1.385653E-10,4.264004E-13,6.714329E-08
9.806800E-10,4.467584E-10,4.322315E-12,2.096889E-07
2.583260E-09,1.176748E-09,2.844575E-11,5.151515E-07
5.793683E-09,2.639093E-09,1.306206E-10,1.020073E-06
1.054368E-08,4.802640E-09,3.862600E-10,1.575505E-06
1.529368E-08,6.966092E-09,7.375356E-10,1.964875E-06
2.004368E-08,9.129446E-09,1.158988E-09,2.235940E-06
2.479368E-08,1.129270E-08,1.630555E-09,2.422203E-06
2.954368E-08,1.345585E-08,2.136971E-09,2.547073E-06
3.429368E-08,1.561889E-08,2.666762E-09,2.627288E-06
3.904368E-08,1.778182E-08,3.211371E-09,2.675185E-06
4.379368E-08,1.994463E-08,3.764516E-09,2.700165E-06
4.854368E-08,2.210733E-08,4.321728E-09,2.709625E-06
5.329368E-08,2.426991E-08,4.880023E-09,2.709518E-06
5.804368E-08,2.643238E-08,5.437630E-09,2.704592E-06
6.279368E-08,2.859472E-08,5.993734E-09,2.698396E-06
6.754368E-08,3.075693E-08,6.548201E-09,2.693196E-06
7.229368E-08,3.291903E-08,7.101286E-09,2.689981E-06
7.704368E-08,3.508099E-08,7.653370E-09,2.688696E-06
8.179368E-08,3.724283E-08,8.204779E-09,2.688675E-06
8.654368E-08,3.940454E-08,8.755695E-09,2.689120E-06
9.129368E-08,4.156611E-08,9.306164E-09,2.689460E-06
9.604368E-08,4.372756E-08,9.856152E-09,2.689477E-06
1.007937E-07,4.588887E-08,1.040560E-08,2.689217E-06
1.055437E-07,4.805005E-08,1.095448E-08,2.688834E-06
1.102937E-07,5.021109E-08,1.150278E-08,2.688452E-06
1.150437E-07,5.237199E-08,1.205050E-08,2.688120E-06
1.197937E-07,5.453276E-08,1.259764E-08,2.687831E-06
1.245437E-07,5.669339E-08,1.314421E-08,2.687557E-06
1.292937E-07,5.885388E-08,1.369022E-08,2.687279E-06
1.340437E-07,6.101423E-08,1.423567E-08,2.686994E-06
1.387937E-07,6.317444E-08,1.478054E-08,2.686703E-06
1.435437E-07,6.533450E-08,1.532485E-08,2.686411E-06
1.482937E-07,6.749442E-08,1.586859E-08,2.686120E-06
1.530437E-07,6.965420E-08,1.641177E-08,2.685829E-06
1.577937E-07,7.181383E-08,1.695437E-08,2.685538E-06
1.625437E-07,7.397332E-08,1.749641E-08,2.685246E-06
1.672937E-07,7.613266E-08,1.803789E-08,2.684955E-06
1.720437E-07,7.829185E-08,1.857880E-08,2.684662E-06
1.767937E-07,8.045089E-08,1.911914E-08,2.684370E-06
1.815437E-07,8.260978E-08,1.965892E-08,2.684077E-06
1.862937E-07,8.476851E-08,2.019813E-08,2.683784E-06
1.910437E-07,8.692710E-08,2.073677E-08,2.683490E-06
1.957937E-07,8.908553E-08,2.127485E-08,2.683196E-06
2.005437E-07,9.124381E-08,2.181237E-08,2.682901E-06
2.052937E-07,9.340193E-08,2.234932E-08,2.682606E-06
2.100437E-07,9.555990E-08,2.288570E-08,2.682311E-06
2.147937E-07,9.771771E-08,2.342152E-08,2.682016E-06
2.195437E-07,9.987536E-08,2.395678E-08,2.681720E-06
2.242937E-07,1.020328E-07,2.449147E-08,2.681424E-06
2.290437E-07,1.041902E-07,2.502560E-08,2.681127E-06
2.337937E-07,1.063473E-07,2.555916E-08,2.680830E-06
2.385437E-07,1.085043E-07,2.609216E-08,2.680533E-06
2.432937E-07,1.106612E-07,2.662460E-08,2.680235E-06
2.480437E-07,1.128179E-07,2.715647E-08,2.679937E-06
2.527937E-07,1.149744E-07,2.768778E-08,2.679639E-06
2.575437E-07,1.171307E-07,2.821853E-08,2.679340E-06
2.622937E-07,1.192869E-07,2.874871E-08,2.679040E-06
2.670437E-07,1.214429E-07,2.927834E-08,2.678741E-06
2.717937E-07,1.235987E-07,2.980740E-08,2.678441E-06
