t (s),I [Positive ions] (A),I [Negative ions] (A),I [Electrons] (A)
0.000000E+00,-6.949104E-15,-1.425311E-20,-3.422576E-12
1.000000E-13,-1.389821E-14,-3.800827E-20,-6.845146E-12
2.000000E-13,-2.084731E-14,-7.443281E-20,-1.026771E-11
3.000000E-13,-2.779641E-14,-1.245825E-19,-1.369026E-11
4.000000E-13,-3.474552E-14,-1.888091E-19,-1.711280E-11
1.778325E-12,-1.305267E-13,-2.525499E-18,-6.428567E-11
1.302020E-11,-9.117353E-13,-1.226680E-16,-4.489782E-10
7.328689E-11,-5.099705E-12,-3.834934E-15,-2.509864E-09
3.043542E-10,-2.115639E-11,-6.587065E-14,-1.039323E-08
9.831522E-10,-6.832244E-11,-6.834228E-13,-3.339445E-08
2.603030E-09,-1.808592E-10,-4.732527E-12,-8.731318E-08
5.865331E-09,-4.074024E-10,-2.345262E-11,-1.915426E-07
1.061533E-08,-7.369900E-10,-7.423241E-11,-3.324113E-07
1.536533E-08,-1.066226E-09,-1.505186E-10,-4.599360E-07
2.011533E-08,-1.395084E-09,-2.496137E-10,-5.737643E-07
2.486533E-08,-1.723549E-09,-3.687295E-10,-6.735867E-07
2.961533E-08,-2.051616E-09,-5.050538E-10,-7.590784E-07
3.436533E-08,-2.379290E-09,-6.557623E-10,-8.298729E-07
3.911533E-08,-2.706577E-09,-8.180215E-10,-8.856295E-07
4.386533E-08,-3.033481E-09,-9.890133E-10,-9.262565E-07
4.861533E-08,-3.360007E-09,-1.166014E-09,-9.522939E-07
5.336533E-08,-3.686158E-09,-1.346542E-09,-9.653246E-07
5.811533E-08,-4.011932E-09,-1.528543E-09,-9.681576E-07
6.286533E-08,-4.337332E-09,-1.710563E-09,-9.645426E-07
6.761533E-08,-4.662355E-09,-1.891823E-09,-9.583979E-07
7.236533E-08,-4.987005E-09,-2.072138E-09,-9.528494E-07
7.711533E-08,-5.311281E-09,-2.251721E-09,-9.495532E-07
8.186533E-08,-5.635186E-09,-2.430930E-09,-9.486396E-07
8.661533E-08,-5.958721E-09,-2.610066E-09,-9.492496E-07
9.136533E-08,-6.281890E-09,-2.789282E-09,-9.503027E-07
9.611533E-08,-6.604692E-09,-2.968595E-09,-9.510721E-07
1.008653E-07,-6.927129E-09,-3.147951E-09,-9.513525E-07
1.056153E-07,-7.249203E-09,-3.327292E-09,-9.512948E-07
1.103653E-07,-7.570914E-09,-3.506587E-09,-9.511391E-07
1.151153E-07,-7.892263E-09,-3.685832E-09,-9.510372E-07
1.198653E-07,-8.213252E-09,-3.865038E-09,-9.510196E-07
1.246153E-07,-8.533883E-09,-4.044211E-09,-9.510499E-07
1.293653E-07,-8.854156E-09,-4.223357E-09,-9.510865E-07
1.341153E-07,-9.174073E-09,-4.402475E-09,-9.511108E-07
1.388653E-07,-9.493636E-09,-4.581564E-09,-9.511239E-07
1.436153E-07,-9.812845E-09,-4.760622E-09,-9.511332E-07
1.483653E-07,-1.013170E-08,-4.939651E-09,-9.511434E-07
1.531153E-07,-1.045021E-08,-5.118650E-09,-9.511556E-07
1.578653E-07,-1.076836E-08,-5.297620E-09,-9.511686E-07
1.626153E-07,-1.108617E-08,-5.476561E-09,-9.511816E-07
1.673653E-07,-1.140363E-08,-5.655473E-09,-9.511944E-07
1.721153E-07,-1.172074E-08,-5.834356E-09,-9.512070E-07
1.768653E-07,-1.203751E-08,-6.013210E-09,-9.512196E-07
1.816153E-07,-1.235394E-08,-6.192036E-09,-9.512323E-07
1.863653E-07,-1.267002E-08,-6.370833E-09,-9.512449E-07
1.911153E-07,-1.298576E-08,-6.549601E-09,-9.512576E-07
1.958653E-07,-1.330116E-08,-6.728341E-09,-9.512702E-07
2.006153E-07,-1.361622E-08,-6.907053E-09,-9.512829E-07
2.053653E-07,-1.393094E-08,-7.085736E-09,-9.512955E-07
2.101153E-07,-1.424533E-08,-7.264391E-09,-9.513081E-07
2.148653E-07,-1.455938E-08,-7.443018E-09,-9.513208E-07
2.196153E-07,-1.487310E-08,-7.621616E-09,-9.513334E-07
2.243653E-07,-1.518648E-08,-7.800185E-09,-9.513461E-07
2.291153E-07,-1.549953E-08,-7.978726E-09,-9.513587E-07
2.338653E-07,-1.581225E-08,-8.157239E-09,-9.513713E-07
2.386153E-07,-1.612464E-08,-8.335722E-09,-9.513840E-07
2.433653E-07,-1.643670E-08,-8.514177E-09,-9.513966E-07
2.481153E-07,-1.674843E-08,-8.692602E-09,-9.514092E-07
2.528653E-07,-1.705984E-08,-8.870999E-09,-9.514218E-07
2.576153E-07,-1.737092E-08,-9.049366E-09,-9.514344E-07
2.623653E-07,-1.768167E-08,-9.227703E-09,-9.514470E-07
2.671153E-07,-1.799211E-08,-9.406012E-09,-9.514596E-07
2.718653E-07,-1.830221E-08,-9.584290E-09,-9.514722E-07
2.766153E-07,-1.861200E-08,-9.762539E-09,-9.514848E-07
2.813653E-07,-1.892147E-08,-9.940758E-09,-9.514974E-07
2.861153E-07,-1.923062E-08,-1.011895E-08,-9.515100E-07
2.908653E-07,-1.953945E-08,-1.029711E-08,-9.515226E-07
2.956153E-07,-1.984796E-08,-1.047523E-08,-9.515351E-07
3.003653E-07,-2.015615E-08,-1.065333E-08,-9.515477E-07
3.051153E-07,-2.046403E-08,-1.083140E-08,-9.515603E-07
3.098653E-07,-2.077160E-08,-1.100944E-08,-9.515729E-07
3.146153E-07,-2.107885E-08,-1.118745E-08,-9.515855E-07
3.193653E-07,-2.138579E-08,-1.136542E-08,-9.515980E-07
3.241153E-07,-2.169242E-08,-1.154337E-08,-9.516106E-07
3.288653E-07,-2.199874E-08,-1.172128E-08,-9.516232E-07
3.336153E-07,-2.230475E-08,-1.189917E-08,-9.516357E-07
3.383653E-07,-2.261045E-08,-1.207702E-08,-9.516483E-07
3.431153E-07,-2.291584E-08,-1.225484E-08,-9.516609E-07
3.478653E-07,-2.322092E-08,-1.243263E-08,-9.516734E-07
3.526153E-07,-2.352570E-08,-1.261039E-08,-9.516860E-07
3.573653E-07,-2.383018E-08,-1.278812E-08,-9.516986E-07
3.621153E-07,-2.413435E-08,-1.296582E-08,-9.517111E-07
3.668653E-07,-2.443822E-08,-1.314348E-08,-9.517237E-07
3.716153E-07,-2.474179E-08,-1.332112E-08,-9.517362E-07
