t (s),I [Positive ions] (A),I [Negative ions] (A),I [Electrons] (A)
0.000000E+00,3.127790E-12,6.410372E-18,1.539173E-09
1.000000E-13,6.255580E-12,1.709429E-17,3.078334E-09
2.000000E-13,9.383370E-12,3.347623E-17,4.617478E-09
3.000000E-13,1.251116E-11,5.603097E-17,6.156604E-09
4.000000E-13,1.563895E-11,8.491671E-17,7.695711E-09
1.778147E-12,5.874448E-11,1.135572E-15,2.890496E-08
1.301729E-11,4.102814E-10,5.511951E-14,2.017455E-07
7.325901E-11,2.294515E-09,1.719021E-12,1.124667E-06
3.040950E-10,9.514568E-09,2.927873E-11,4.610386E-06
9.806800E-10,3.067660E-08,2.967913E-10,1.439826E-05
2.583261E-09,8.080092E-08,1.953220E-09,3.537260E-05
5.793690E-09,1.812098E-07,8.968554E-09,7.003776E-05
1.054369E-08,3.297540E-07,2.650655E-08,1.081186E-04
1.529369E-08,4.782735E-07,5.048229E-08,1.346000E-04
2.004369E-08,6.267622E-07,7.895751E-08,1.526789E-04
2.479369E-08,7.752148E-07,1.103309E-07,1.646388E-04
2.954369E-08,9.236258E-07,1.433409E-07,1.721183E-04
3.429369E-08,1.071990E-06,1.770355E-07,1.763167E-04
3.904369E-08,1.220302E-06,2.107075E-07,1.781314E-04
4.379369E-08,1.368557E-06,2.438351E-07,1.782594E-04
4.854369E-08,1.516748E-06,2.760632E-07,1.772402E-04
5.329369E-08,1.664868E-06,3.071651E-07,1.754946E-04
5.804369E-08,1.812912E-06,3.370182E-07,1.733429E-04
6.279369E-08,1.960870E-06,3.655680E-07,1.710133E-04
6.754369E-08,2.108734E-06,3.928063E-07,1.686433E-04
7.229369E-08,2.256498E-06,4.187388E-07,1.662933E-04
7.704369E-08,2.404151E-06,4.433691E-07,1.639648E-04
8.179369E-08,2.551686E-06,4.666936E-07,1.616294E-04
8.654369E-08,2.699094E-06,4.887059E-07,1.592629E-04
9.129369E-08,2.846367E-06,5.094044E-07,1.568582E-04
9.604369E-08,2.993498E-06,5.288067E-07,1.544217E-04
1.007937E-07,3.140479E-06,5.469431E-07,1.519763E-04
1.055437E-07,3.287301E-06,5.638543E-07,1.495410E-04
1.102937E-07,3.433956E-06,5.795889E-07,1.471351E-04
1.150437E-07,3.580437E-06,5.942001E-07,1.447713E-04
1.197937E-07,3.726736E-06,6.077414E-07,1.424558E-04
1.245437E-07,3.872846E-06,6.202676E-07,1.401938E-04
1.292937E-07,4.018758E-06,6.318344E-07,1.379899E-04
1.340437E-07,4.164466E-06,6.424965E-07,1.358450E-04
1.387937E-07,4.309961E-06,6.523077E-07,1.337603E-04
1.435437E-07,4.455236E-06,6.613203E-07,1.317365E-04
1.482937E-07,4.600285E-06,6.695850E-07,1.297729E-04
1.530437E-07,4.745099E-06,6.771508E-07,1.278684E-04
1.577937E-07,4.889672E-06,6.840644E-07,1.260214E-04
1.625437E-07,5.033996E-06,6.903705E-07,1.242319E-04
1.672937E-07,5.178064E-06,6.961119E-07,1.224972E-04
1.720437E-07,5.321869E-06,7.013302E-07,1.208143E-04
1.767937E-07,5.465404E-06,7.060659E-07,1.191797E-04
1.815437E-07,5.608662E-06,7.103588E-07,1.175903E-04
1.862937E-07,5.751635E-06,7.142474E-07,1.160434E-04
1.910437E-07,5.894318E-06,7.177703E-07,1.145370E-04
1.957937E-07,6.036704E-06,7.209649E-07,1.130686E-04
2.005437E-07,6.178785E-06,7.238676E-07,1.116373E-04
2.052937E-07,6.320555E-06,7.265126E-07,1.102424E-04
2.100437E-07,6.462008E-06,7.289331E-07,1.088840E-04
2.147937E-07,6.603138E-06,7.311598E-07,1.075591E-04
2.195437E-07,6.743937E-06,7.332224E-07,1.062694E-04
2.242937E-07,6.884401E-06,7.351501E-07,1.050056E-04
2.290437E-07,7.024522E-06,7.369736E-07,1.037694E-04
2.337937E-07,7.164294E-06,7.387218E-07,1.025659E-04
2.385437E-07,7.303713E-06,7.404189E-07,1.013939E-04
2.432937E-07,7.442771E-06,7.420867E-07,1.002538E-04
2.480437E-07,7.581463E-06,7.437463E-07,9.914549E-05
2.527937E-07,7.719784E-06,7.454170E-07,9.806728E-05
2.575437E-07,7.857727E-06,7.471166E-07,9.701872E-05
2.622937E-07,7.995287E-06,7.488619E-07,9.599780E-05
2.670437E-07,8.132459E-06,7.506687E-07,9.500397E-05
2.717937E-07,8.269238E-06,7.525512E-07,9.403879E-05
2.765437E-07,8.405617E-06,7.545213E-07,9.310408E-05
2.812937E-07,8.541593E-06,7.565885E-07,9.219871E-05
2.860437E-07,8.677159E-06,7.587618E-07,9.132180E-05
2.907937E-07,8.812311E-06,7.610485E-07,9.047352E-05
2.955437E-07,8.947044E-06,7.634546E-07,8.965478E-05
3.002937E-07,9.081353E-06,7.659843E-07,8.886364E-05
3.050437E-07,9.215233E-06,7.686403E-07,8.809784E-05
3.097937E-07,9.348679E-06,7.714247E-07,8.735938E-05
3.145437E-07,9.481686E-06,7.743389E-07,8.664697E-05
3.192937E-07,9.614251E-06,7.773836E-07,8.596194E-05
3.240437E-07,9.746368E-06,7.805577E-07,8.530170E-05
3.287937E-07,9.878033E-06,7.838598E-07,8.466670E-05
3.335437E-07,1.000924E-05,7.872884E-07,8.405640E-05
3.382937E-07,1.013999E-05,7.908413E-07,8.346916E-05
3.430437E-07,1.027027E-05,7.945158E-07,8.290371E-05
3.477937E-07,1.040009E-05,7.983097E-07,8.236016E-05
3.525437E-07,1.052943E-05,8.022190E-07,8.183820E-05
3.572937E-07,1.065829E-05,8.062396E-07,8.133574E-05
3.620437E-07,1.078668E-05,8.103684E-07,8.085246E-05
3.667937E-07,1.091457E-05,8.146031E-07,8.038737E-05
3.715437E-07,1.104198E-05,8.189400E-07,7.994041E-05
3.762937E-07,1.116890E-05,8.233762E-07,7.951095E-05
3.810437E-07,1.129532E-05,8.279081E-07,7.909901E-05
3.857937E-07,1.142124E-05,8.325315E-07,7.870301E-05
3.905437E-07,1.154666E-05,8.372432E-07,7.832143E-05
3.952937E-07,1.167157E-05,8.420400E-07,7.795402E-05
