t (s),I [Positive ions] (A),I [Negative ions] (A),I [Electrons] (A)
0.000000E+00,9.661254E-13,1.980064E-18,4.754266E-10
1.000000E-13,1.932251E-12,5.280160E-18,9.508493E-10
2.000000E-13,2.898376E-12,1.034028E-17,1.426267E-09
3.000000E-13,3.864502E-12,1.730709E-17,1.901679E-09
4.000000E-13,4.830627E-12,2.622944E-17,2.377085E-09
1.778147E-12,1.814525E-11,3.507604E-16,8.928289E-09
1.301729E-11,1.267295E-10,1.702555E-14,6.231603E-08
7.325901E-11,7.087399E-10,5.309787E-13,3.473920E-07
3.040950E-10,2.938901E-09,9.043742E-12,1.424076E-06
9.806800E-10,9.475525E-09,9.167417E-11,4.447399E-06
2.583260E-09,2.495821E-08,6.033200E-10,1.092609E-05
5.793685E-09,5.597357E-08,2.770353E-09,2.163475E-05
1.054369E-08,1.018599E-07,8.190913E-09,3.340985E-05
1.529369E-08,1.477425E-07,1.562795E-08,4.164466E-05
2.004369E-08,1.936209E-07,2.452400E-08,4.734442E-05
2.479369E-08,2.394944E-07,3.443303E-08,5.121815E-05
2.954369E-08,2.853625E-07,4.501200E-08,5.376557E-05
3.429369E-08,3.312248E-07,5.600205E-08,5.534758E-05
3.904369E-08,3.770807E-07,6.721135E-08,5.623282E-05
4.379369E-08,4.229298E-07,7.850133E-08,5.662726E-05
4.854369E-08,4.687716E-07,8.977614E-08,5.669291E-05
5.329369E-08,5.146056E-07,1.009750E-07,5.655857E-05
5.804369E-08,5.604313E-07,1.120658E-07,5.632436E-05
6.279369E-08,6.062481E-07,1.230367E-07,5.606264E-05
6.754369E-08,6.520556E-07,1.338879E-07,5.581789E-05
7.229369E-08,6.978529E-07,1.446246E-07,5.560884E-05
7.704369E-08,7.436396E-07,1.552524E-07,5.543388E-05
8.179369E-08,7.894150E-07,1.657749E-07,5.527999E-05
8.654369E-08,8.351785E-07,1.761932E-07,5.513197E-05
9.129369E-08,8.809296E-07,1.865061E-07,5.497908E-05
9.604369E-08,9.266675E-07,1.967109E-07,5.481718E-05
1.007937E-07,9.723918E-07,2.068055E-07,5.464706E-05
1.055437E-07,1.018102E-06,2.167880E-07,5.447169E-05
1.102937E-07,1.063797E-06,2.266571E-07,5.429346E-05
1.150437E-07,1.109476E-06,2.364119E-07,5.411320E-05
1.197937E-07,1.155139E-06,2.460515E-07,5.393088E-05
1.245437E-07,1.200785E-06,2.555749E-07,5.374603E-05
1.292937E-07,1.246414E-06,2.649815E-07,5.355828E-05
1.340437E-07,1.292024E-06,2.742702E-07,5.336760E-05
1.387937E-07,1.337615E-06,2.834401E-07,5.317422E-05
1.435437E-07,1.383187E-06,2.924901E-07,5.297839E-05
1.482937E-07,1.428738E-06,3.014190E-07,5.278029E-05
1.530437E-07,1.474269E-06,3.102264E-07,5.257987E-05
1.577937E-07,1.519777E-06,3.189118E-07,5.237714E-05
1.625437E-07,1.565263E-06,3.274749E-07,5.217234E-05
1.672937E-07,1.610727E-06,3.359151E-07,5.196554E-05
1.720437E-07,1.656166E-06,3.442322E-07,5.175687E-05
1.767937E-07,1.701580E-06,3.524256E-07,5.154642E-05
1.815437E-07,1.746970E-06,3.604953E-07,5.133428E-05
1.862937E-07,1.792333E-06,3.684408E-07,5.112064E-05
1.910437E-07,1.837670E-06,3.762622E-07,5.090568E-05
1.957937E-07,1.882979E-06,3.839595E-07,5.068940E-05
2.005437E-07,1.928260E-06,3.915328E-07,5.047197E-05
2.052937E-07,1.973513E-06,3.989825E-07,5.025354E-05
2.100437E-07,2.018736E-06,4.063087E-07,5.003419E-05
2.147937E-07,2.063928E-06,4.135118E-07,4.981409E-05
2.195437E-07,2.109090E-06,4.205922E-07,4.959338E-05
2.242937E-07,2.154219E-06,4.275505E-07,4.937213E-05
2.290437E-07,2.199317E-06,4.343872E-07,4.915062E-05
2.337937E-07,2.244381E-06,4.411030E-07,4.892900E-05
2.385437E-07,2.289411E-06,4.476984E-07,4.870741E-05
2.432937E-07,2.334407E-06,4.541741E-07,4.848590E-05
2.480437E-07,2.379368E-06,4.605307E-07,4.826470E-05
2.527937E-07,2.424292E-06,4.667692E-07,4.804385E-05
2.575437E-07,2.469180E-06,4.728906E-07,4.782338E-05
2.622937E-07,2.514031E-06,4.788962E-07,4.760340E-05
2.670437E-07,2.558843E-06,4.847873E-07,4.738399E-05
2.717937E-07,2.603617E-06,4.905649E-07,4.716523E-05
2.765437E-07,2.648351E-06,4.962301E-07,4.694728E-05
2.812937E-07,2.693045E-06,5.017841E-07,4.673032E-05
2.860437E-07,2.737699E-06,5.072281E-07,4.651440E-05
2.907937E-07,2.782310E-06,5.125633E-07,4.629950E-05
2.955437E-07,2.826880E-06,5.177911E-07,4.608578E-05
3.002937E-07,2.871406E-06,5.229129E-07,4.587330E-05
3.050437E-07,2.915889E-06,5.279299E-07,4.566210E-05
3.097937E-07,2.960328E-06,5.328436E-07,4.545223E-05
3.145437E-07,3.004721E-06,5.376551E-07,4.524386E-05
3.192937E-07,3.049069E-06,5.423659E-07,4.503706E-05
3.240437E-07,3.093371E-06,5.469773E-07,4.483187E-05
3.287937E-07,3.137626E-06,5.514908E-07,4.462823E-05
3.335437E-07,3.181833E-06,5.559077E-07,4.442624E-05
3.382937E-07,3.225992E-06,5.602297E-07,4.422593E-05
3.430437E-07,3.270102E-06,5.644581E-07,4.402735E-05
3.477937E-07,3.314163E-06,5.685944E-07,4.383047E-05
3.525437E-07,3.358173E-06,5.726401E-07,4.363536E-05
3.572937E-07,3.402133E-06,5.765967E-07,4.344203E-05
3.620437E-07,3.446041E-06,5.804655E-07,4.325056E-05
3.667937E-07,3.489897E-06,5.842480E-07,4.306086E-05
3.715437E-07,3.533700E-06,5.879457E-07,4.287290E-05
3.762937E-07,3.577449E-06,5.915601E-07,4.268673E-05
3.810437E-07,3.621145E-06,5.950924E-07,4.250240E-05
3.857937E-07,3.664786E-06,5.985442E-07,4.231997E-05
3.905437E-07,3.708371E-06,6.019169E-07,4.213937E-05
3.952937E-07,3.751901E-06,6.052119E-07,4.196062E-05
4.000437E-07,3.795374E-06,6.084305E-07,4.178370E-05
4.047937E-07,3.838790E-06,6.115743E-07,4.160861E-05
4.095437E-07,3.882149E-06,6.146447E-07,4.143533E-05
4.142937E-07,3.925449E-06,6.176430E-07,4.126388E-05
4.190437E-07,3.968690E-06,6.205706E-07,4.109410E-05
4.237937E-07,4.011871E-06,6.234290E-07,4.092610E-05
4.285437E-07,4.054993E-06,6.262195E-07,4.075986E-05
4.332937E-07,4.098053E-06,6.289435E-07,4.059536E-05
4.380437E-07,4.141053E-06,6.316024E-07,4.043262E-05
4.427937E-07,4.183990E-06,6.341975E-07,4.027153E-05
4.475437E-07,4.226865E-06,6.367302E-07,4.011212E-05
4.522937E-07,4.269677E-06,6.392019E-07,3.995435E-05
4.570437E-07,4.312426E-06,6.416138E-07,3.979821E-05
4.617937E-07,4.355110E-06,6.439673E-07,3.964372E-05
4.665437E-07,4.397729E-06,6.462637E-07,3.949086E-05
4.712937E-07,4.440283E-06,6.485042E-07,3.933960E-05
4.760437E-07,4.482772E-06,6.506902E-07,3.918991E-05
4.807937E-07,4.525194E-06,6.528229E-07,3.904173E-05
4.855437E-07,4.567549E-06,6.549037E-07,3.889513E-05
4.902937E-07,4.609836E-06,6.569336E-07,3.875007E-05
4.950437E-07,4.652056E-06,6.589141E-07,3.860654E-05
4.997937E-07,4.694207E-06,6.608462E-07,3.846451E-05
5.045437E-07,4.736288E-06,6.627314E-07,3.832401E-05
5.092937E-07,4.778301E-06,6.645708E-07,3.818504E-05
5.140437E-07,4.820243E-06,6.663657E-07,3.804751E-05
5.187937E-07,4.862114E-06,6.681172E-07,3.791142E-05
5.235437E-07,4.903915E-06,6.698266E-07,3.777673E-05
5.282937E-07,4.945644E-06,6.714951E-07,3.764343E-05
5.330437E-07,4.987300E-06,6.731238E-07,3.751148E-05
5.377937E-07,5.028884E-06,6.747138E-07,3.738089E-05
5.425437E-07,5.070395E-06,6.762663E-07,3.725165E-05
5.472937E-07,5.111833E-06,6.777824E-07,3.712374E-05
5.520437E-07,5.153196E-06,6.792632E-07,3.699710E-05
5.567937E-07,5.194485E-06,6.807098E-07,3.687167E-05
5.615437E-07,5.235698E-06,6.821233E-07,3.674746E-05
5.662937E-07,5.276837E-06,6.835048E-07,3.662454E-05
5.710437E-07,5.317899E-06,6.848555E-07,3.650282E-05
5.757937E-07,5.358885E-06,6.861762E-07,3.638235E-05
5.805437E-07,5.399794E-06,6.874682E-07,3.626310E-05
5.852937E-07,5.440625E-06,6.887325E-07,3.614515E-05
5.900437E-07,5.481379E-06,6.899701E-07,3.602842E-05
5.947937E-07,5.522055E-06,6.911820E-07,3.591291E-05
5.995437E-07,5.562652E-06,6.923692E-07,3.579868E-05
6.042937E-07,5.603170E-06,6.935328E-07,3.568564E-05
6.090437E-07,5.643609E-06,6.946736E-07,3.557386E-05
6.137937E-07,5.683967E-06,6.957926E-07,3.546332E-05
6.185437E-07,5.724246E-06,6.968907E-07,3.535393E-05
6.232937E-07,5.764443E-06,6.979688E-07,3.524567E-05
6.280437E-07,5.804560E-06,6.990277E-07,3.513856E-05
6.327937E-07,5.844595E-06,7.000684E-07,3.503252E-05
6.375437E-07,5.884548E-06,7.010918E-07,3.492745E-05
6.422937E-07,5.924419E-06,7.020988E-07,3.482274E-05
6.470437E-07,5.964207E-06,7.030906E-07,3.471882E-05
6.517937E-07,6.003912E-06,7.040686E-07,3.461589E-05
6.565437E-07,6.043534E-06,7.050335E-07,3.451399E-05
6.612937E-07,6.083072E-06,7.059865E-07,3.441306E-05
6.660437E-07,6.122525E-06,7.069284E-07,3.431313E-05
6.707937E-07,6.161894E-06,7.078600E-07,3.421418E-05
6.755437E-07,6.201179E-06,7.087823E-07,3.411624E-05
6.802937E-07,6.240378E-06,7.096959E-07,3.401917E-05
6.850437E-07,6.279492E-06,7.106019E-07,3.392284E-05
6.897937E-07,6.318520E-06,7.115011E-07,3.382732E-05
6.945437E-07,6.357461E-06,7.123945E-07,3.373255E-05
6.992937E-07,6.396316E-06,7.132829E-07,3.363857E-05
7.040437E-07,6.435085E-06,7.141673E-07,3.354538E-05
7.087937E-07,6.473766E-06,7.150485E-07,3.345298E-05
7.135437E-07,6.512359E-06,7.159274E-07,3.336148E-05
7.182937E-07,6.550865E-06,7.168047E-07,3.327087E-05
7.230437E-07,6.589283E-06,7.176812E-07,3.318109E-05
7.277937E-07,6.627613E-06,7.185576E-07,3.309239E-05
7.325437E-07,6.665854E-06,7.194344E-07,3.300467E-05
7.372937E-07,6.704006E-06,7.203124E-07,3.291786E-05
7.420437E-07,6.742069E-06,7.211921E-07,3.283227E-05
7.467937E-07,6.780042E-06,7.220739E-07,3.274736E-05
7.515437E-07,6.817925E-06,7.229585E-07,3.266368E-05
7.562937E-07,6.855719E-06,7.238465E-07,3.258080E-05
7.610437E-07,6.893422E-06,7.247383E-07,3.249884E-05
7.657937E-07,6.931035E-06,7.256345E-07,3.241778E-05
7.705437E-07,6.968557E-06,7.265355E-07,3.233773E-05
7.752937E-07,7.005987E-06,7.274418E-07,3.225857E-05
7.800437E-07,7.043327E-06,7.283540E-07,3.218025E-05
7.847937E-07,7.080575E-06,7.292724E-07,3.210294E-05
7.895437E-07,7.117731E-06,7.301976E-07,3.202648E-05
7.942937E-07,7.154795E-06,7.311299E-07,3.195084E-05
7.990437E-07,7.191767E-06,7.320699E-07,3.187601E-05
8.037937E-07,7.228647E-06,7.330180E-07,3.180191E-05
8.085437E-07,7.265434E-06,7.339748E-07,3.172861E-05
8.132937E-07,7.302128E-06,7.349407E-07,3.165613E-05
8.180437E-07,7.338729E-06,7.359164E-07,3.158447E-05
8.227937E-07,7.375237E-06,7.369022E-07,3.151367E-05
8.275437E-07,7.411651E-06,7.378986E-07,3.144352E-05
8.322937E-07,7.447971E-06,7.389060E-07,3.137433E-05
8.370437E-07,7.484198E-06,7.399246E-07,3.130596E-05
8.417937E-07,7.520331E-06,7.409550E-07,3.123838E-05
8.465437E-07,7.556369E-06,7.419973E-07,3.117165E-05
8.512937E-07,7.592313E-06,7.430519E-07,3.110585E-05
