t (s),I [Positive ions] (A),I [Negative ions] (A),I [Electrons] (A)
0.000000E+00,3.956201E-12,8.108193E-18,1.946832E-09
1.000000E-13,7.912403E-12,2.162181E-17,3.893647E-09
2.000000E-13,1.186860E-11,4.234259E-17,5.840442E-09
3.000000E-13,1.582481E-11,7.087107E-17,7.787213E-09
4.000000E-13,1.978101E-11,1.074073E-16,9.733960E-09
1.778147E-12,7.430326E-11,1.436334E-15,3.656059E-08
1.301729E-11,5.189466E-10,6.971820E-14,2.551789E-07
7.325901E-11,2.902230E-09,2.174313E-12,1.422541E-06
3.040950E-10,1.203455E-08,3.703336E-11,5.831470E-06
9.806800E-10,3.880145E-08,3.753980E-10,1.821171E-05
2.583261E-09,1.022014E-07,2.470539E-09,4.474114E-05
5.793692E-09,2.292031E-07,1.134376E-08,8.858578E-05
1.054369E-08,4.170848E-07,3.352153E-08,1.367329E-04
1.529369E-08,6.049289E-07,6.379825E-08,1.701417E-04
2.004369E-08,7.927261E-07,9.965747E-08,1.928283E-04
2.479369E-08,9.804676E-07,1.389963E-07,2.076753E-04
2.954369E-08,1.168145E-06,1.801515E-07,2.167612E-04
3.429369E-08,1.355749E-06,2.218566E-07,2.216061E-04
3.904369E-08,1.543272E-06,2.631399E-07,2.233625E-04
4.379369E-08,1.730704E-06,3.032937E-07,2.229033E-04
4.854369E-08,1.918034E-06,3.418196E-07,2.209040E-04
5.329369E-08,2.105252E-06,3.783963E-07,2.178872E-04
5.804369E-08,2.292344E-06,4.128380E-07,2.142651E-04
6.279369E-08,2.479297E-06,4.450722E-07,2.103438E-04
6.754369E-08,2.666098E-06,4.750983E-07,2.063262E-04
7.229369E-08,2.852733E-06,5.029498E-07,2.023101E-04
7.704369E-08,3.039187E-06,5.286654E-07,1.983223E-04
8.179369E-08,3.225447E-06,5.522940E-07,1.943525E-04
8.654369E-08,3.411500E-06,5.738932E-07,1.903957E-04
9.129369E-08,3.597333E-06,5.935414E-07,1.864648E-04
9.604369E-08,3.782933E-06,6.113420E-07,1.825874E-04
1.007937E-07,3.968289E-06,6.274143E-07,1.787905E-04
1.055437E-07,4.153388E-06,6.418869E-07,1.751011E-04
