t (s),I [Positive ions] (A),I [Negative ions] (A),I [Electrons] (A)
0.000000E+00,-1.473871E-13,-3.023014E-19,-7.259115E-11
1.000000E-13,-2.947742E-13,-8.061367E-19,-1.451822E-10
2.000000E-13,-4.421612E-13,-1.578683E-18,-2.177730E-10
3.000000E-13,-5.895483E-13,-2.642333E-18,-2.903637E-10
4.000000E-13,-7.369354E-13,-4.004549E-18,-3.629542E-10
1.778325E-12,-2.768408E-12,-5.356460E-17,-1.363467E-09
1.302020E-11,-1.933746E-11,-2.601729E-15,-9.522607E-09
7.328689E-11,-1.081622E-10,-8.133706E-14,-5.323298E-08
3.043542E-10,-4.487167E-10,-1.397084E-12,-2.204353E-07
9.831522E-10,-1.449085E-09,-1.449506E-11,-7.082800E-07
2.603030E-09,-3.835933E-09,-1.003746E-10,-1.851870E-06
5.865332E-09,-8.640797E-09,-4.974184E-10,-4.062521E-06
1.061533E-08,-1.563115E-08,-1.574424E-09,-7.050224E-06
1.536533E-08,-2.261399E-08,-3.192335E-09,-9.754686E-06
2.011533E-08,-2.958872E-08,-5.293830E-09,-1.216813E-05
2.486533E-08,-3.655501E-08,-7.819587E-09,-1.428370E-05
2.961533E-08,-4.351277E-08,-1.070970E-08,-1.609432E-05
3.436533E-08,-5.046207E-08,-1.390397E-08,-1.759226E-05
3.911533E-08,-5.740307E-08,-1.734198E-08,-1.877067E-05
4.386533E-08,-6.433593E-08,-2.096372E-08,-1.962837E-05
4.861533E-08,-7.126079E-08,-2.471135E-08,-2.017781E-05
5.336533E-08,-7.817775E-08,-2.853229E-08,-2.045355E-05
5.811533E-08,-8.508690E-08,-3.238328E-08,-2.051570E-05
6.286533E-08,-9.198827E-08,-3.623389E-08,-2.044360E-05
6.761533E-08,-9.888192E-08,-4.006790E-08,-2.031950E-05
7.236533E-08,-1.057679E-07,-4.388167E-08,-2.020857E-05
7.711533E-08,-1.126461E-07,-4.767980E-08,-2.014509E-05
8.186533E-08,-1.195168E-07,-5.146980E-08,-2.013150E-05
8.661533E-08,-1.263798E-07,-5.525799E-08,-2.014970E-05
9.136533E-08,-1.332354E-07,-5.904751E-08,-2.017710E-05
9.611533E-08,-1.400835E-07,-6.283868E-08,-2.019851E-05
1.008653E-07,-1.469242E-07,-6.663035E-08,-2.020964E-05
1.056153E-07,-1.537575E-07,-7.042130E-08,-2.021364E-05
1.103653E-07,-1.605836E-07,-7.421086E-08,-2.021554E-05
1.151153E-07,-1.674024E-07,-7.799897E-08,-2.021853E-05
1.198653E-07,-1.742140E-07,-8.178581E-08,-2.022327E-05
1.246153E-07,-1.810185E-07,-8.557157E-08,-2.022899E-05
1.293653E-07,-1.878158E-07,-8.935631E-08,-2.023483E-05
1.341153E-07,-1.946061E-07,-9.314003E-08,-2.024038E-05
1.388653E-07,-2.013894E-07,-9.692270E-08,-2.024567E-05
1.436153E-07,-2.081657E-07,-1.007043E-07,-2.025085E-05
1.483653E-07,-2.149352E-07,-1.044848E-07,-2.025602E-05
1.531153E-07,-2.216977E-07,-1.082641E-07,-2.026120E-05
1.578653E-07,-2.284534E-07,-1.120424E-07,-2.026637E-05
1.626153E-07,-2.352024E-07,-1.158196E-07,-2.027151E-05
1.673653E-07,-2.419446E-07,-1.195957E-07,-2.027662E-05
1.721153E-07,-2.486802E-07,-1.233707E-07,-2.028169E-05
1.768653E-07,-2.554090E-07,-1.271445E-07,-2.028674E-05
1.816153E-07,-2.621313E-07,-1.309173E-07,-2.029176E-05
1.863653E-07,-2.688471E-07,-1.346889E-07,-2.029674E-05
1.911153E-07,-2.755563E-07,-1.384594E-07,-2.030170E-05
1.958653E-07,-2.822590E-07,-1.422288E-07,-2.030663E-05
2.006153E-07,-2.889553E-07,-1.459970E-07,-2.031153E-05
2.053653E-07,-2.956452E-07,-1.497641E-07,-2.031640E-05
2.101153E-07,-3.023288E-07,-1.535300E-07,-2.032124E-05
2.148653E-07,-3.090060E-07,-1.572948E-07,-2.032604E-05
2.196153E-07,-3.156770E-07,-1.610583E-07,-2.033082E-05
2.243653E-07,-3.223418E-07,-1.648207E-07,-2.033557E-05
2.291153E-07,-3.290003E-07,-1.685819E-07,-2.034030E-05
2.338653E-07,-3.356527E-07,-1.723419E-07,-2.034499E-05
2.386153E-07,-3.422990E-07,-1.761006E-07,-2.034967E-05
