t (s),I [Positive ions] (A),I [Negative ions] (A),I [Electrons] (A)
0.000000E+00,-3.772443E-13,-7.737550E-19,-1.858005E-10
1.000000E-13,-7.544886E-13,-2.063346E-18,-3.716007E-10
2.000000E-13,-1.131733E-12,-4.040715E-18,-5.574005E-10
3.000000E-13,-1.508977E-12,-6.763177E-18,-7.431998E-10
4.000000E-13,-1.886221E-12,-1.024983E-17,-9.289986E-10
1.778325E-12,-7.085873E-12,-1.371012E-16,-3.489860E-09
1.302020E-11,-4.949515E-11,-6.659250E-15,-2.437357E-08
7.328689E-11,-2.768465E-10,-2.081861E-13,-1.362524E-07
3.043542E-10,-1.148512E-09,-3.575904E-12,-5.642146E-07
9.831522E-10,-3.709003E-09,-3.710080E-11,-1.812877E-06
2.603030E-09,-9.818253E-09,-2.569136E-10,-4.739948E-06
5.865333E-09,-2.211650E-08,-1.273166E-09,-1.039820E-05
1.061533E-08,-4.000848E-08,-4.029773E-09,-1.804515E-05
1.536533E-08,-5.788098E-08,-8.170558E-09,-2.496620E-05
2.011533E-08,-7.573238E-08,-1.354833E-08,-3.114020E-05
2.486533E-08,-9.356174E-08,-2.001048E-08,-3.654835E-05
2.961533E-08,-1.113688E-07,-2.740262E-08,-4.117176E-05
3.436533E-08,-1.291538E-07,-3.556935E-08,-4.499086E-05
3.911533E-08,-1.469172E-07,-4.435478E-08,-4.798976E-05
4.386533E-08,-1.646596E-07,-5.360431E-08,-5.016852E-05
4.861533E-08,-1.823815E-07,-6.316948E-08,-5.156320E-05
5.336533E-08,-2.000836E-07,-7.291613E-08,-5.226622E-05
5.811533E-08,-2.177663E-07,-8.273466E-08,-5.243359E-05
6.286533E-08,-2.354299E-07,-9.254879E-08,-5.226751E-05
6.761533E-08,-2.530746E-07,-1.023185E-07,-5.197493E-05
7.236533E-08,-2.707005E-07,-1.120354E-07,-5.171809E-05
7.711533E-08,-2.883077E-07,-1.217114E-07,-5.158116E-05
8.186533E-08,-3.058963E-07,-1.313656E-07,-5.156901E-05
8.661533E-08,-3.234665E-07,-1.410137E-07,-5.163586E-05
9.136533E-08,-3.410184E-07,-1.506632E-07,-5.172508E-05
9.611533E-08,-3.585525E-07,-1.603148E-07,-5.179874E-05
1.008653E-07,-3.760690E-07,-1.699654E-07,-5.184612E-05
1.056153E-07,-3.935681E-07,-1.796119E-07,-5.187513E-05
1.103653E-07,-4.110500E-07,-1.892526E-07,-5.189838E-05
1.151153E-07,-4.285149E-07,-1.988871E-07,-5.192393E-05
1.198653E-07,-4.459629E-07,-2.085158E-07,-5.195351E-05
1.246153E-07,-4.633943E-07,-2.181391E-07,-5.198526E-05
1.293653E-07,-4.808092E-07,-2.277572E-07,-5.201698E-05
1.341153E-07,-4.982079E-07,-2.373697E-07,-5.204768E-05
1.388653E-07,-5.155905E-07,-2.469767E-07,-5.207739E-05
1.436153E-07,-5.329572E-07,-2.565779E-07,-5.210645E-05
1.483653E-07,-5.503082E-07,-2.661733E-07,-5.213515E-05
1.531153E-07,-5.676437E-07,-2.757627E-07,-5.216356E-05
1.578653E-07,-5.849638E-07,-2.853459E-07,-5.219163E-05
1.626153E-07,-6.022687E-07,-2.949231E-07,-5.221932E-05
1.673653E-07,-6.195586E-07,-3.044939E-07,-5.224660E-05
1.721153E-07,-6.368336E-07,-3.140585E-07,-5.227346E-05
1.768653E-07,-6.540938E-07,-3.236165E-07,-5.229991E-05
1.816153E-07,-6.713395E-07,-3.331680E-07,-5.232595E-05
1.863653E-07,-6.885708E-07,-3.427128E-07,-5.235160E-05
1.911153E-07,-7.057878E-07,-3.522505E-07,-5.237688E-05
1.958653E-07,-7.229907E-07,-3.617812E-07,-5.240183E-05
2.006153E-07,-7.401797E-07,-3.713045E-07,-5.242645E-05
2.053653E-07,-7.573548E-07,-3.808204E-07,-5.245079E-05
2.101153E-07,-7.745162E-07,-3.903285E-07,-5.247486E-05
2.148653E-07,-7.916640E-07,-3.998289E-07,-5.249866E-05
2.196153E-07,-8.087984E-07,-4.093213E-07,-5.252222E-05
2.243653E-07,-8.259195E-07,-4.188056E-07,-5.254560E-05
2.291153E-07,-8.430275E-07,-4.282819E-07,-5.256867E-05
2.338653E-07,-8.601224E-07,-4.377498E-07,-5.259143E-05
2.386153E-07,-8.772043E-07,-4.472092E-07,-5.261387E-05
2.433653E-07,-8.942734E-07,-4.566601E-07,-5.263601E-05
2.481153E-07,-9.113298E-07,-4.661021E-07,-5.265784E-05
2.528653E-07,-9.283737E-07,-4.755353E-07,-5.267937E-05
2.576153E-07,-9.454050E-07,-4.849593E-07,-5.270057E-05
2.623653E-07,-9.624240E-07,-4.943742E-07,-5.272142E-05
2.671153E-07,-9.794307E-07,-5.037797E-07,-5.274194E-05
2.718653E-07,-9.964252E-07,-5.131757E-07,-5.276214E-05
2.766153E-07,-1.013408E-06,-5.225621E-07,-5.278201E-05
2.813653E-07,-1.030378E-06,-5.319389E-07,-5.280162E-05
2.861153E-07,-1.047337E-06,-5.413059E-07,-5.282100E-05
2.908653E-07,-1.064284E-06,-5.506632E-07,-5.284013E-05
2.956153E-07,-1.081219E-06,-5.600106E-07,-5.285898E-05
3.003653E-07,-1.098142E-06,-5.693481E-07,-5.287755E-05
3.051153E-07,-1.115054E-06,-5.786756E-07,-5.289581E-05
3.098653E-07,-1.131955E-06,-5.879930E-07,-5.291376E-05
3.146153E-07,-1.148844E-06,-5.973003E-07,-5.293140E-05
3.193653E-07,-1.165722E-06,-6.065974E-07,-5.294870E-05
3.241153E-07,-1.182589E-06,-6.158842E-07,-5.296567E-05
3.288653E-07,-1.199444E-06,-6.251608E-07,-5.298232E-05
3.336153E-07,-1.216289E-06,-6.344269E-07,-5.299864E-05
3.383653E-07,-1.233122E-06,-6.436827E-07,-5.301467E-05
3.431153E-07,-1.249945E-06,-6.529281E-07,-5.303040E-05
3.478653E-07,-1.266756E-06,-6.621630E-07,-5.304587E-05
3.526153E-07,-1.283557E-06,-6.713874E-07,-5.306108E-05
3.573653E-07,-1.300347E-06,-6.806014E-07,-5.307599E-05
3.621153E-07,-1.317127E-06,-6.898048E-07,-5.309057E-05
3.668653E-07,-1.333896E-06,-6.989977E-07,-5.310475E-05
3.716153E-07,-1.350654E-06,-7.081802E-07,-5.311851E-05
3.763653E-07,-1.367402E-06,-7.173521E-07,-5.313178E-05
3.811153E-07,-1.384139E-06,-7.265135E-07,-5.314450E-05
3.858653E-07,-1.400866E-06,-7.356646E-07,-5.315660E-05
3.906153E-07,-1.417582E-06,-7.448051E-07,-5.316808E-05
3.953653E-07,-1.434288E-06,-7.539349E-07,-5.317895E-05
4.001153E-07,-1.450984E-06,-7.630539E-07,-5.318924E-05
4.048653E-07,-1.467670E-06,-7.721619E-07,-5.319896E-05
4.096153E-07,-1.484345E-06,-7.812587E-07,-5.320818E-05
4.143653E-07,-1.501011E-06,-7.903444E-07,-5.321694E-05
4.191153E-07,-1.517666E-06,-7.994186E-07,-5.322533E-05
4.238653E-07,-1.534311E-06,-8.084813E-07,-5.323346E-05
4.286153E-07,-1.550946E-06,-8.175324E-07,-5.324140E-05
4.333653E-07,-1.567571E-06,-8.265718E-07,-5.324922E-05
4.381153E-07,-1.584186E-06,-8.355995E-07,-5.325695E-05
4.428653E-07,-1.600791E-06,-8.446152E-07,-5.326459E-05
4.476153E-07,-1.617385E-06,-8.536190E-07,-5.327210E-05
4.523653E-07,-1.633970E-06,-8.626107E-07,-5.327947E-05
4.571153E-07,-1.650546E-06,-8.715904E-07,-5.328666E-05
4.618653E-07,-1.667111E-06,-8.805577E-07,-5.329368E-05
4.666153E-07,-1.683666E-06,-8.895128E-07,-5.330052E-05
4.713653E-07,-1.700211E-06,-8.984555E-07,-5.330719E-05
4.761153E-07,-1.716747E-06,-9.073857E-07,-5.331367E-05
4.808653E-07,-1.733273E-06,-9.163034E-07,-5.331998E-05
4.856153E-07,-1.749788E-06,-9.252084E-07,-5.332609E-05
4.903653E-07,-1.766294E-06,-9.341007E-07,-5.333202E-05
4.951153E-07,-1.782791E-06,-9.429802E-07,-5.333775E-05
4.998653E-07,-1.799277E-06,-9.518468E-07,-5.334329E-05
5.046153E-07,-1.815753E-06,-9.607005E-07,-5.334864E-05
5.093653E-07,-1.832220E-06,-9.695412E-07,-5.335382E-05
5.141153E-07,-1.848677E-06,-9.783688E-07,-5.335884E-05
5.188653E-07,-1.865124E-06,-9.871833E-07,-5.336372E-05
5.236153E-07,-1.881562E-06,-9.959847E-07,-5.336845E-05
5.283653E-07,-1.897989E-06,-1.004773E-06,-5.337302E-05
5.331153E-07,-1.914407E-06,-1.013548E-06,-5.337744E-05
5.378653E-07,-1.930815E-06,-1.022310E-06,-5.338170E-05
5.426153E-07,-1.947213E-06,-1.031058E-06,-5.338580E-05
5.473653E-07,-1.963601E-06,-1.039793E-06,-5.338974E-05
5.521153E-07,-1.979979E-06,-1.048514E-06,-5.339352E-05
5.568653E-07,-1.996348E-06,-1.057223E-06,-5.339713E-05
5.616153E-07,-2.012706E-06,-1.065917E-06,-5.340056E-05
5.663653E-07,-2.029055E-06,-1.074598E-06,-5.340379E-05
5.711153E-07,-2.045394E-06,-1.083266E-06,-5.340679E-05
5.758653E-07,-2.061722E-06,-1.091920E-06,-5.340956E-05
5.806153E-07,-2.078041E-06,-1.100560E-06,-5.341207E-05
5.853653E-07,-2.094350E-06,-1.109186E-06,-5.341434E-05
5.901153E-07,-2.110649E-06,-1.117799E-06,-5.341635E-05
5.948653E-07,-2.126938E-06,-1.126398E-06,-5.341812E-05
5.996153E-07,-2.143217E-06,-1.134983E-06,-5.341963E-05
6.043653E-07,-2.159486E-06,-1.143554E-06,-5.342091E-05
6.091153E-07,-2.175745E-06,-1.152111E-06,-5.342192E-05
6.138653E-07,-2.191994E-06,-1.160654E-06,-5.342271E-05
6.186153E-07,-2.208232E-06,-1.169183E-06,-5.342324E-05
6.233653E-07,-2.224461E-06,-1.177698E-06,-5.342354E-05
6.281153E-07,-2.240679E-06,-1.186199E-06,-5.342361E-05
6.328653E-07,-2.256887E-06,-1.194685E-06,-5.342348E-05
6.376153E-07,-2.273085E-06,-1.203158E-06,-5.342316E-05
6.423653E-07,-2.289272E-06,-1.211616E-06,-5.342265E-05
6.471153E-07,-2.305450E-06,-1.220060E-06,-5.342196E-05
6.518653E-07,-2.321616E-06,-1.228489E-06,-5.342109E-05
6.566153E-07,-2.337773E-06,-1.236905E-06,-5.342004E-05
6.613653E-07,-2.353919E-06,-1.245305E-06,-5.341882E-05
6.661153E-07,-2.370054E-06,-1.253692E-06,-5.341742E-05
6.708653E-07,-2.386179E-06,-1.262064E-06,-5.341585E-05
6.756153E-07,-2.402294E-06,-1.270421E-06,-5.341410E-05
6.803653E-07,-2.418398E-06,-1.278765E-06,-5.341217E-05
6.851153E-07,-2.434491E-06,-1.287093E-06,-5.341006E-05
6.898653E-07,-2.450574E-06,-1.295407E-06,-5.340777E-05
6.946153E-07,-2.466645E-06,-1.303707E-06,-5.340528E-05
6.993653E-07,-2.482707E-06,-1.311992E-06,-5.340261E-05
7.041153E-07,-2.498757E-06,-1.320262E-06,-5.339971E-05
7.088653E-07,-2.514796E-06,-1.328518E-06,-5.339662E-05
7.136153E-07,-2.530825E-06,-1.336759E-06,-5.339333E-05
7.183653E-07,-2.546842E-06,-1.344985E-06,-5.338983E-05
7.231153E-07,-2.562849E-06,-1.353197E-06,-5.338614E-05
7.278653E-07,-2.578844E-06,-1.361394E-06,-5.338224E-05
7.326153E-07,-2.594828E-06,-1.369576E-06,-5.337817E-05
7.373653E-07,-2.610801E-06,-1.377743E-06,-5.337389E-05
7.421153E-07,-2.626763E-06,-1.385896E-06,-5.336944E-05
7.468653E-07,-2.642714E-06,-1.394034E-06,-5.336479E-05
7.516153E-07,-2.658653E-06,-1.402157E-06,-5.335997E-05
7.563653E-07,-2.674581E-06,-1.410265E-06,-5.335495E-05
7.611153E-07,-2.690498E-06,-1.418358E-06,-5.334976E-05
7.658653E-07,-2.706402E-06,-1.426437E-06,-5.334437E-05
7.706153E-07,-2.722296E-06,-1.434501E-06,-5.333881E-05
7.753653E-07,-2.738178E-06,-1.442550E-06,-5.333307E-05
7.801153E-07,-2.754048E-06,-1.450584E-06,-5.332717E-05
7.848653E-07,-2.769906E-06,-1.458604E-06,-5.332110E-05
7.896153E-07,-2.785753E-06,-1.466608E-06,-5.331487E-05
7.943653E-07,-2.801587E-06,-1.474598E-06,-5.330848E-05
7.991153E-07,-2.817410E-06,-1.482573E-06,-5.330192E-05
8.038653E-07,-2.833221E-06,-1.490533E-06,-5.329521E-05
8.086153E-07,-2.849019E-06,-1.498479E-06,-5.328834E-05
8.133653E-07,-2.864806E-06,-1.506409E-06,-5.328132E-05
8.181153E-07,-2.880580E-06,-1.514325E-06,-5.327414E-05
8.228653E-07,-2.896342E-06,-1.522226E-06,-5.326681E-05
8.276153E-07,-2.912092E-06,-1.530112E-06,-5.325932E-05
8.323653E-07,-2.927830E-06,-1.537984E-06,-5.325168E-05
8.371153E-07,-2.943554E-06,-1.545841E-06,-5.324388E-05
8.418653E-07,-2.959267E-06,-1.553683E-06,-5.323591E-05
8.466153E-07,-2.974967E-06,-1.561510E-06,-5.322779E-05
8.513653E-07,-2.990654E-06,-1.569323E-06,-5.321950E-05
8.561153E-07,-3.006328E-06,-1.577120E-06,-5.321104E-05
8.608653E-07,-3.021990E-06,-1.584903E-06,-5.320241E-05
8.656153E-07,-3.037639E-06,-1.592672E-06,-5.319361E-05
8.703653E-07,-3.053275E-06,-1.600425E-06,-5.318464E-05
8.751153E-07,-3.068898E-06,-1.608164E-06,-5.317550E-05
8.798653E-07,-3.084507E-06,-1.615888E-06,-5.316620E-05
8.846153E-07,-3.100104E-06,-1.623597E-06,-5.315674E-05
8.893653E-07,-3.115688E-06,-1.631292E-06,-5.314711E-05
8.941153E-07,-3.131258E-06,-1.638971E-06,-5.313732E-05
8.988653E-07,-3.146814E-06,-1.646636E-06,-5.312737E-05
9.036153E-07,-3.162358E-06,-1.654287E-06,-5.311727E-05
9.083653E-07,-3.177888E-06,-1.661922E-06,-5.310700E-05
9.131153E-07,-3.193404E-06,-1.669543E-06,-5.309660E-05
9.178653E-07,-3.208906E-06,-1.677149E-06,-5.308604E-05
9.226153E-07,-3.224395E-06,-1.684741E-06,-5.307536E-05
9.273653E-07,-3.239870E-06,-1.692318E-06,-5.306453E-05
9.321153E-07,-3.255332E-06,-1.699880E-06,-5.305358E-05
9.368653E-07,-3.270779E-06,-1.707427E-06,-5.304248E-05
9.416153E-07,-3.286212E-06,-1.714960E-06,-5.303125E-05
9.463653E-07,-3.301631E-06,-1.722478E-06,-5.301989E-05
9.511153E-07,-3.317036E-06,-1.729981E-06,-5.300839E-05
9.558653E-07,-3.332427E-06,-1.737470E-06,-5.299676E-05
9.606153E-07,-3.347803E-06,-1.744945E-06,-5.298499E-05
9.653653E-07,-3.363165E-06,-1.752404E-06,-5.297309E-05
9.701153E-07,-3.378512E-06,-1.759849E-06,-5.296106E-05
9.748653E-07,-3.393845E-06,-1.767279E-06,-5.294890E-05
9.796153E-07,-3.409163E-06,-1.774695E-06,-5.293661E-05
9.843653E-07,-3.424466E-06,-1.782096E-06,-5.292420E-05
9.891153E-07,-3.439755E-06,-1.789483E-06,-5.291166E-05
9.938653E-07,-3.455029E-06,-1.796855E-06,-5.289900E-05
9.986153E-07,-3.470288E-06,-1.804213E-06,-5.288621E-05
1.003365E-06,-3.485531E-06,-1.811556E-06,-5.287332E-05
1.008115E-06,-3.500760E-06,-1.818885E-06,-5.286029E-05
1.012865E-06,-3.515973E-06,-1.826199E-06,-5.284716E-05
1.017615E-06,-3.531172E-06,-1.833499E-06,-5.283391E-05
