t (s),I [Positive ions] (A),I [Negative ions] (A),I [Electrons] (A)
0.000000E+00,-4.771594E-13,-9.786881E-19,-2.350108E-10
1.000000E-13,-9.543188E-13,-2.609833E-18,-4.700211E-10
2.000000E-13,-1.431478E-12,-5.110920E-18,-7.050309E-10
3.000000E-13,-1.908638E-12,-8.554440E-18,-9.400401E-10
4.000000E-13,-2.385797E-12,-1.296456E-17,-1.175049E-09
1.778325E-12,-8.962604E-12,-1.734131E-16,-4.414168E-09
1.302020E-11,-6.260420E-11,-8.422987E-15,-3.082903E-08
7.328689E-11,-3.501707E-10,-2.633253E-13,-1.723395E-07
3.043542E-10,-1.452701E-09,-4.523000E-12,-7.136498E-07
9.831522E-10,-4.691352E-09,-4.692715E-11,-2.293026E-06
2.603030E-09,-1.241867E-08,-3.249585E-10,-5.995348E-06
5.865334E-09,-2.797416E-08,-1.610370E-09,-1.315221E-05
1.061533E-08,-5.060482E-08,-5.097058E-09,-2.282437E-05
1.536533E-08,-7.321073E-08,-1.033437E-08,-3.157787E-05
2.011533E-08,-9.578974E-08,-1.713586E-08,-3.938526E-05
2.486533E-08,-1.183406E-07,-2.530809E-08,-4.622208E-05
2.961533E-08,-1.408631E-07,-3.465519E-08,-5.206401E-05
3.436533E-08,-1.633574E-07,-4.497991E-08,-5.688644E-05
3.911533E-08,-1.858242E-07,-5.608435E-08,-6.067015E-05
4.386533E-08,-2.082643E-07,-6.777244E-08,-6.341690E-05
4.861533E-08,-2.306786E-07,-7.985617E-08,-6.517460E-05
5.336533E-08,-2.530680E-07,-9.216606E-08,-6.606223E-05
5.811533E-08,-2.754331E-07,-1.045642E-07,-6.627825E-05
6.286533E-08,-2.977745E-07,-1.169548E-07,-6.607794E-05
6.761533E-08,-3.200925E-07,-1.292880E-07,-6.572109E-05
7.236533E-08,-3.423872E-07,-1.415539E-07,-6.541045E-05
7.711533E-08,-3.646587E-07,-1.537675E-07,-6.525053E-05
8.186533E-08,-3.869072E-07,-1.659528E-07,-6.524674E-05
8.661533E-08,-4.091327E-07,-1.781293E-07,-6.534143E-05
9.136533E-08,-4.313358E-07,-1.903065E-07,-6.546366E-05
9.611533E-08,-4.535169E-07,-2.024848E-07,-6.556600E-05
1.008653E-07,-4.756764E-07,-2.146604E-07,-6.563505E-05
