t (s),I [Positive ions] (A),I [Negative ions] (A),I [Electrons] (A)
0.000000E+00,1.865296E-13,3.822904E-19,9.179051E-11
1.000000E-13,3.730592E-13,1.019439E-18,1.835803E-10
2.000000E-13,5.595888E-13,1.996396E-18,2.753690E-10
3.000000E-13,7.461184E-13,3.341476E-18,3.671567E-10
4.000000E-13,9.326481E-13,5.064113E-18,4.589432E-10
1.778147E-12,3.503300E-12,6.772123E-17,1.723783E-09
1.301729E-11,2.446764E-11,3.287120E-15,1.203134E-08
7.325901E-11,1.368362E-10,1.025159E-13,6.707089E-08
3.040950E-10,5.674130E-10,1.746073E-12,2.749460E-07
9.806800E-10,1.829438E-09,1.769951E-11,8.586583E-07
2.583260E-09,4.818680E-09,1.164829E-10,2.109501E-06
5.793684E-09,1.080685E-08,5.348789E-10,4.177098E-06
1.054368E-08,1.966635E-08,1.581658E-09,6.451387E-06
1.529368E-08,2.852541E-08,3.019708E-09,8.045126E-06
2.004368E-08,3.738401E-08,4.744255E-09,9.153653E-06
2.479368E-08,4.624211E-08,6.672542E-09,9.914110E-06
2.954368E-08,5.509968E-08,8.741494E-09,1.042245E-05
3.429368E-08,6.395671E-08,1.090367E-08,1.074741E-05
3.904368E-08,7.281317E-08,1.312374E-08,1.093972E-05
4.379368E-08,8.166903E-08,1.537584E-08,1.103809E-05
4.854368E-08,9.052428E-08,1.764166E-08,1.107299E-05
5.329368E-08,9.937890E-08,1.990908E-08,1.106889E-05
5.804368E-08,1.082329E-07,2.217099E-08,1.104522E-05
6.279368E-08,1.170862E-07,2.442420E-08,1.101644E-05
6.754368E-08,1.259388E-07,2.666825E-08,1.099170E-05
7.229368E-08,1.347906E-07,2.890422E-08,1.097497E-05
7.704368E-08,1.436418E-07,3.113366E-08,1.096601E-05
8.179368E-08,1.524922E-07,3.335787E-08,1.096212E-05
8.654368E-08,1.613418E-07,3.557754E-08,1.096009E-05
9.129368E-08,1.701906E-07,3.779281E-08,1.095763E-05
9.604368E-08,1.790386E-07,4.000353E-08,1.095385E-05
1.007937E-07,1.878858E-07,4.220948E-08,1.094894E-05
1.055437E-07,1.967321E-07,4.441050E-08,1.094351E-05
1.102937E-07,2.055775E-07,4.660653E-08,1.093805E-05
1.150437E-07,2.144221E-07,4.879759E-08,1.093278E-05
1.197937E-07,2.232658E-07,5.098369E-08,1.092765E-05
1.245437E-07,2.321085E-07,5.316486E-08,1.092257E-05
1.292937E-07,2.409503E-07,5.534107E-08,1.091745E-05
1.340437E-07,2.497912E-07,5.751232E-08,1.091229E-05
1.387937E-07,2.586310E-07,5.967859E-08,1.090708E-05
1.435437E-07,2.674699E-07,6.183987E-08,1.090184E-05
1.482937E-07,2.763078E-07,6.399614E-08,1.089659E-05
1.530437E-07,2.851446E-07,6.614741E-08,1.089131E-05
1.577937E-07,2.939803E-07,6.829368E-08,1.088602E-05
1.625437E-07,3.028150E-07,7.043495E-08,1.088070E-05
1.672937E-07,3.116486E-07,7.257125E-08,1.087535E-05
1.720437E-07,3.204811E-07,7.470257E-08,1.086998E-05
1.767937E-07,3.293125E-07,7.682892E-08,1.086459E-05
1.815437E-07,3.381427E-07,7.895031E-08,1.085917E-05
1.862937E-07,3.469718E-07,8.106674E-08,1.085372E-05
1.910437E-07,3.557997E-07,8.317821E-08,1.084825E-05
1.957937E-07,3.646263E-07,8.528473E-08,1.084275E-05
