## Electron attachment in air at 20 celsius degree
## and 1013.25 hPa obtained using Magbolt
## The current composition used is:
##
## --------------------   -----------------------
## Electric field (V/m)   Electron Attachment (s)
## --------------------   -----------------------
5.000000000000000000E+01,2.019793981013940000E-08
8.900000000000000000E+01,2.014504431909750000E-08
1.280000000000000000E+02,2.014504431909750000E-08
1.670000000000000000E+02,2.022244691607680000E-08
2.060000000000000000E+02,2.023062917256730000E-08
2.450000000000000000E+02,2.021018593371060000E-08
2.840000000000000000E+02,2.020610224287740000E-08
3.230000000000000000E+02,2.018570851836900000E-08
3.620000000000000000E+02,2.018570851836900000E-08
4.010000000000000000E+02,2.013693113169550000E-08
4.400000000000000000E+02,2.016942315449780000E-08
4.790000000000000000E+02,2.014504431909750000E-08
5.180000000000000000E+02,2.007226013649140000E-08
5.570000000000000000E+02,2.016942315449780000E-08
5.960000000000000000E+02,2.008032128514060000E-08
6.350000000000000000E+02,2.015316404675530000E-08
6.740000000000000000E+02,2.023062917256730000E-08
7.130000000000000000E+02,2.018570851836900000E-08
7.520000000000000000E+02,2.021427127552050000E-08
7.910000000000000000E+02,2.020202020202020000E-08
8.300000000000000000E+02,2.017756255044390000E-08
8.690000000000000000E+02,2.018978396931150000E-08
9.080000000000000000E+02,2.016129032258060000E-08
9.470000000000000000E+02,2.016129032258060000E-08
9.860000000000000000E+02,2.014910336490030000E-08
1.025000000000000000E+03,2.018570851836900000E-08
1.064000000000000000E+03,2.021835826930850000E-08
1.103000000000000000E+03,2.011667672500500000E-08
1.142000000000000000E+03,2.021427127552050000E-08
1.181000000000000000E+03,2.016129032258060000E-08
1.220000000000000000E+03,2.024701356549910000E-08
1.259000000000000000E+03,2.017756255044390000E-08
1.298000000000000000E+03,2.009646302250800000E-08
1.337000000000000000E+03,2.012882447665060000E-08
1.376000000000000000E+03,2.011667672500500000E-08
1.415000000000000000E+03,2.011667672500500000E-08
1.454000000000000000E+03,2.009646302250800000E-08
1.493000000000000000E+03,2.014910336490030000E-08
1.532000000000000000E+03,2.014098690835850000E-08
1.571000000000000000E+03,2.012882447665060000E-08
1.610000000000000000E+03,2.007628990162620000E-08
1.649000000000000000E+03,2.013693113169550000E-08
1.688000000000000000E+03,2.012477359629700000E-08
1.727000000000000000E+03,2.019386106623590000E-08
1.766000000000000000E+03,2.009646302250800000E-08
1.805000000000000000E+03,2.018570851836900000E-08
1.844000000000000000E+03,2.009242515571630000E-08
1.883000000000000000E+03,2.006420545746390000E-08
1.922000000000000000E+03,2.010858636637840000E-08
2.000000000000000000E+03,2.014504431909750000E-08
2.122120000000000000E+03,2.002002002002000000E-08
2.251700000000000000E+03,2.004409701342950000E-08
2.389190000000000000E+03,2.009646302250800000E-08
2.535080000000000000E+03,2.005615724027280000E-08
2.689870000000000000E+03,2.008032128514060000E-08
2.854120000000000000E+03,2.002402883460150000E-08
3.028390000000000000E+03,1.995609658750750000E-08
3.213310000000000000E+03,2.004008016032060000E-08
3.409520000000000000E+03,1.992428770671450000E-08
3.617700000000000000E+03,1.992031872509960000E-08
3.838610000000000000E+03,1.985702938840350000E-08
4.072990000000000000E+03,1.988071570576540000E-08
4.321690000000000000E+03,1.986491855383390000E-08
4.585580000000000000E+03,1.978239366963400000E-08
4.865580000000000000E+03,1.977456990310460000E-08
5.162680000000000000E+03,1.971220185294700000E-08
5.477920000000000000E+03,1.970055161544520000E-08
5.812400000000000000E+03,1.958480219349780000E-08
6.167310000000000000E+03,1.946282600233550000E-08
6.543890000000000000E+03,1.939487975174550000E-08
6.943470000000000000E+03,1.936108422071640000E-08
7.367440000000000000E+03,1.921968095329620000E-08
7.817310000000000000E+03,1.909854851031320000E-08
8.294640000000000000E+03,1.898253606681850000E-08
8.801120000000000000E+03,1.882530120481930000E-08
9.338520000000000000E+03,1.868460388639760000E-08
9.908740000000000000E+03,1.845358922310390000E-08
1.051378000000000000E+04,1.833852924995420000E-08
1.115576000000000000E+04,1.807337791433220000E-08
1.183694000000000000E+04,1.788908765652950000E-08
1.255971000000000000E+04,1.767721407106240000E-08
1.332662000000000000E+04,1.731901627987530000E-08
1.414035000000000000E+04,1.714089818306480000E-08
1.500378000000000000E+04,1.680389850445300000E-08
1.591992000000000000E+04,1.654533421575120000E-08
1.689201000000000000E+04,1.617337861879350000E-08
